'a'wei'si'man'qin 阿维四螨嗪
'nai'lao'zuo'wu 耐涝作物
'shui'fen'lin'jie'qi 水分临界期
'zhi'cha 之差
'yuan'shi'xi'bao 原始细胞
'ti'mu'cao 梯牧草
'qi'ni 齐泥
'mai'bing'jing 麦病净
'luan'liang 卵量
'nong'zui'pin'zhong 农罪品种
'yi'xian 胰腺
'gong'zuo'ji'gou 工作机构
'jiang'su'sheng'jin'tan'shi'ya'tai'hua'xue'yan'jiu'suo 江苏省金坛市亚太化学研究所
'chang'zhou'kang'mei'hua'gong'you'xian'gong'si 常州康美化工有限公司
'shan'dong'sheng'chang'yi'shi'hua'gong'chang 山东省昌邑市化工厂
'liang'zhong 良种
'hao'wei'feng 郝伟凤
'ni'shi'liu 泥石流
'zhuan'yi'jiu'ye'qu'dao 转移就业渠道
'chun'cui'pei'yang 纯粹培养
'tou'meng'suan'mei 透檬酸酶
'dang'de'ning'ju'li 党的凝聚力
'fang'wu'jun'gong'mian'ji 房屋竣工面积
'hui'lu'bing 灰露病
'xie'mian'pei'yang 斜面培养
'mei'mu'shi'gu'chan'liang 每亩湿谷产量
'xiao'wan 小湾
'jing'you 精油
'da'qi'ya 大气压
'qing'qing'suan'ji'nong'yao 氢氰酸剂农药
'zheng'can'qian 正餐前
'wu'xing'jie'duan 无性阶段
'guang'xi'ling'chuan'xian'xin'hua'ri'yong'wei'sheng'zhi'pin'chang 广西灵川县新华日用卫生制品厂
'xiong'su'tong 雄素酮
'jing'ji'yu'zhi 经济阈值
'wen'wo 问我
'jiang'su'feng'yuan'sheng'wu'hua'gong'you'xian'gong'si 江苏丰源生物化工有限公司
'sang'ye 桑叶
'ren'shen'du'xue'zheng 妊娠毒血症
'shui'zhun 水准
'chun'lv 纯氯
'qian'zi 钳子
'bian'mi'bing'cao'an 苄嘧丙草胺
'nong'hu'shu 农户数
'yin'du'lian 印度楝
'mao'jie 猫街
'zai'zu'hua'he'wu 甾族化合物
'zuo'wu'yu'zhong 作物育种
'tian'qi're 天气热
'wo'pu'piao 卧铺票
'mang'ma 忙吗
're'jing'hua 热净化
'sha'duo'fu 莎多伏
'chai'you'du'si'pi 柴油毒死蜱
'ci'xiong'tong'ti'xing 雌雄同体性
'jia'chu'hui'chong'bing 家畜蛔虫病
'si'bei'ti 四倍体
'bi'chong'sha'chong'shuang 吡虫杀虫双
'zhong'qi'hou 中气候
'ling'dao'ban'zi'huo'dong 领导班子活动
'tu'zai'chang'fu'chan'wu 屠宰场副产物
'xian'wei'su'fen'jie'jun 纤维素分解菌
'qiao'shi'geng'zuo'xi'tong 桥式耕作系统
'zhuan'wei 转位
'chuan'ran'xing'wu'ru'zheng 传染性无乳症
'ye'pao 液泡
'xin'jian'nong'cun'zhao'qi'xiang'cun'fu'wu'wang'dian 新建农村沼气乡村服务网点
'tu'rang'te'xing 土壤特性
'zhi'si'yin'zi 致死因子
'shi'kang'nan'cai'bei'yun'gong'si 石康南菜北运公司
'die'xing'de 蝶形的
'huang'mo'zhi'wu 荒漠植物
'fa'yu'zhi'shu 发育指数
'shuang'gao 双高
'li'ke'shu'cai 藜科蔬菜
'fu'ji'sheng 复寄生
'te'yong'zhi'wu'xue 特用植物学
'yun'lu'pai 云路牌
'chang'bing'du 肠病毒
'ruan'mi 软米
'cha'hong'man 茶红螨
'cha'ming 差明
'nan'de 南的
'kong'wen'dao'guan 孔纹导管
'shan'zhuang'zu'zhi 栅状组织
'tou'ru'shao 投入少
'hun'mie'sai'qin'tong 混灭噻嗪酮
'tong'zhi'xing'ce'yan 同质性测验
'hua'ying 花颖
'li'ti'bao'cun 离体保存
'she'xing'guo'de 蛇形果的
'shang'ya'tang 上牙膛
'ke'lai'si'le 克莱斯勒
'qie'chi 切齿
'nei'rong'he 内融合
'you'hai'fu'zuo'yong 有害副作用
'tui'xing'luan'bao 退行卵胞
'san'zuo'xi 三唑锡
'hou'bu'zhong'yang'wei'yuan 候补中央委员
'da'zhen 大振
'da'hui'li 大惠利
'ling'dao'gan'bu 领导干部
'jiang'su'sheng'xu'zhou'nong'yao'chang 江苏省徐州农药厂
'shou'pan 收盘
'tu'rang'dong'wu 土壤动物
'ju'jiang'guo'de 具浆果的
'ke'rong'xing'tang'lei 可溶性糖类
'tian'ran'fu'zhi'suan 天然腐殖酸
'tiao'qi 挑旗
'xing'yuan'xi'bao 性原细胞
'lie'qu'shi'yan 裂区试验
'niao'du'zheng 尿毒症
'guan'liao'zhu'yi'fang'mian 官僚主义方面
'xian'ren'shi'ju 县人事局
'ping'xuan'chu 评选出
'si'dan'bai'zhi 丝蛋白质
'ju'zong'zhuang'hua'xu'de 具总状花序的
'an'guo 安果
'nong'chan'pin'liu'tong'xin'xi 农产品流通信息
'jiao'ru 胶乳
'deng'e 等额
'jiao'wei 交尾
'tu'zi 兔子
'di'mo'fu'gai 地膜覆盖
'ri'ben'gui'la'jie 日本龟蜡蚧
'liu'niu 瘤牛
'jing'ji'yu'ce 经济预测
'xiu'jing'you'mie'jing 溴腈莠灭净
'rong'shan'yang 绒山羊
'mi'la'yang'yu 米拉洋芋
'jue'da'bu'fen 绝大部分
'hou'lai'ju'shang 后来居上
'xun'huan'shui 循环水
'xiao'she 小舌
'jing'luan 痉挛
'dou'lei'zhi'wu 豆类植物
'qi'ta'lv'hua'miao'mu 其他绿化苗木
'zhen'ye 真叶
'e'mei'ling 噁霉灵
'jian'xing'yan'yang'jun 兼性厌氧菌
'ye'wei'bing 叶萎病
'shi'wen'xing'xian'wei'su'fen'jie'xi'jun 适温性纤维素分解细菌
'gan'lan'shi 橄榄石
'er'nian'sheng'de 二年生的
'xian'jin'zhi'fu 现金支付
'shan'dong'sheng'qing'dao'shi'ping'du'yao'hua'hua'gong'chang 山东省青岛市平度耀华化工厂
'ji'xing'luan 畸形卵
'cao'zong'ji'yin 操纵基因
'zhi'bo 直播
'jie'jing'shui 结晶水
'zheng'ce'cuo'shi 政策措施
'xiang'zhi 响指
'ji'tui'jie'xuan 鸡腿疥癣
'sha'ming'song 杀螟松
'bao'cun'yu'zhong 保存育种
'sha'qiu'sha'tu 沙丘沙土
'yin'di'zhi'wu 阴地植物
'wu'si'feng'xian 无私奉献
'bai'wen'yu'wang'bing 白纹羽网病
'li'ku'bing 立枯病
'mie'cao'te 灭草特
'a'wei'ding'chong'mi 阿维啶虫脒
'fu'fang'teng 扶芳藤
'xiu'chong'jing 溴虫腈
'kang'bian'ji 抗变剂
'jiang'su'sheng'li'yang'zhong'nan'hua'gong'you'xian'gong'si 江苏省溧阳中南化工有限公司
'li'jiang'shi 丽江市
'he'da'zhuang 禾大壮
'cha'ye'bai'du'e 茶叶白毒娥
'duan'ri'zhao'zuo'wu 短日照作物
'hun'sha'wei 混杀威
'jiao'hua'ceng 角化层
'su'mie'lin 速灭磷
'ci'pin 次品
'nong'ye'sheng'chan'de'zheng'chang'jin'xing 农业生产的正常进行
'ban'cheng'pin 半成品
'zhong'zhi'mian'ji'qing'kuang 种植面积情况
'la'mi'dou 拉米豆
'er'jin'zhi 二进制
'ji'huo'luan 鸡霍乱
'an'hui'sheng'quan'jiao'xian'ji'min'hua'gong'chang 安徽省全椒县济民化工厂
'guang'hua'xue 光化学
'tu'rang'di'ji'tu 土壤地籍图
'ken'shi 啃食
'ju'ti'yao'qiu 具体要求
'she'hui'lao'wu'jing'zhi 社会劳务净值
'kang'bai'yin 康拜因
'wei'gao'jie'shi 维稿结实
'lan'sha'ba 拦砂坝
'jing'gao'sheng'yun'qi 茎稿升运器
'tai'wan'guang'hua'hua'xue'gu'fen'you'xian'gong'si 台湾光华化学股份有限公司
'mian'yi'yin'zi 免疫因子
'shen'shang'xian'pi'zhi 肾上腺皮质
'yi'chang'cheng 宜昌橙
'sheng'chan'ji'di 生产基地
'dao'wen'lv 导温率
'fang'xiang'pan 方向盘
'jie'zi'cu'xi 节子粗细
'ben'an'you 苯胺油
'ceng'ling 曾玲
'xia'xiang'gong'zuo'dui 下乡工作队
'dian'shi'fen'xi 电势分析
'zhen'dui 针对
'guang'lang 桄榔
'di'yu'fen'xi 地域分析
'chong'man'lin 虫螨磷
'cao'fen 草粉
'dang'an'ju 档案局
'fu'qiang 腹腔
'bao'chi 保持
'duo'ci'yang'zhuan 多次养蟤
'ran'se'ti'gong'yi'xue 染色体工艺学
'yu'fu'ding'jin 预付定金
'chun'jia 纯钾
'you'cai'su'zai'chun'nei'zhi 油菜素甾醇内酯
'han'guo'han'gao'jia'ting'hu'li'you'xian'gong'si 韩国汉高家庭护理有限公司
'du'song 杜松
'jia'chu'ru'cao 家畜褥草
'lin'di'bao'hu 林地保护
'xiu'fu'mei 修复酶
'ka'fei'dou 咖啡豆
'bei'jing'guo'feng'lv'nong'sheng'wu'ji'shu'kai'fa'zhong'xin 北京国丰绿农生物技术开发中心
'nong'chan'pin'xiao'yi 农产品效益
'da'ma'bai'xing'bing 大麻白星病
'lei'hu'luo'bo'su 类胡萝卜素
'wai'xian'lv 外显率
'di'cao'si 敌草死
'ding'jun'e'zuo 啶菌噁唑
'yan'jian'ma'qian'jian 烟碱马钱碱
'luo'ye'shu 落叶树
'yu'rong 羽绒
'gan'tu'xiao'ying 干土效应
'ge'zhong'liang'shi'zuo'wu 各种粮食作物
'gu'e 谷蛾
'shang'zhang'guo'kuai 上涨过快
'ri'ben'jin'gui'zi 日本金龟子
'yi'liu 一流
'lin'ba'xi'bao 淋巴细胞
'luo'da'mai 裸大麦
'jia'mi'huang'long 甲嘧磺隆
'gen'fu'bing 根腐病
'jiang'su'de'da'sheng'wu'gong'cheng'you'xian'gong'si 江苏德大生物工程有限公司
'tu'rang'zu'zhi 土壤组织
'mai'lei'san'hei'sui'bing 麦类散黑穗病
'bai'li'zhong 百粒重
'lv'qing'liu'dan 氯氰硫丹
'kai'gou'qi 开沟器
'rui'la'jun'su 瑞拉菌素
'shi'pu 食谱
'jie'gou 结构
'jiu'jing'ce'ding'ji 酒精测定计
'bei'jing'shi'shun'feng'nong'ye'xin'ji'shu'gong'si 北京市顺丰农业新技术公司
'xian'wei'jie'pou 显微解剖
'yu'mi'dan'bai 玉米蛋白
'cha'zhi'hei'zhi'bing 茶枝黑痣病
'you'se'jian 有色茧
'bao'wen'bing 豹纹病
'si'zhuang'ye'de 丝状叶的
'bei'jing'hua'tai'lao'wu'fu'wu'you'xian'gong'si 北京华泰劳务服务有限公司
'huang'ji'ma 黄蓟马
'mu'cao'di'yong'ba 牧草地用耙
'xiang'pi'ca 橡皮擦
'gang'xian 肛腺
'ling'li'xue 铃力学
'kang'gao'wen 抗高温
'nong'tian'lin'wang 农田林网
'you'liang 有粮
'pu'tao'zai'pei 葡萄栽培
'fen'zu 分组
'tu'si'zi'wei'hai 菟丝子为害
'tian'jian'pei'tao 田间配套
'xue'ye'ning'gu 血液凝固
'jiang'dou'cun 豇豆村
'su'zhen 苏珍
'tu'rang'nian'ling 土壤年龄
'nong'min'sheng'chan'xing'huo'bi'shou'zhi'biao 农民生产性货币收支表
'fang'zhi 防止
'you'xiao'qi'nei 有效期内
'huang'dan 黄疸
'gai'zhi'chen'zhuo 钙质沉着
'sheng'cao'hua'guo'cheng 生草化过程
'liao'cheng 廖乘
'diao'yan'bao'gao 调研报告
'bao'ceng'hui'rang 薄层灰壤
'xuan'ze'xiang'ying 选择响应
'chong'mei'de 虫媒的
'yu'shan'dou 羽扇豆
'can'kao'shu 参考书
'gai'lv 概率
'chang'le'jian'si'mao'yi'you'xian'gong'si 常乐茧丝贸易有限公司
'qiang'jian 强碱
'bai'xue'bing 白血病
'sun'hong'lan 孙红兰
'zhi'dong'qi'li'he'qi 制动器离合器
'feng'shou 丰收
'liang'zhong'liang'fa'tui'guang 良种良法推广
'qin'he'xing'ceng'xi'pu 亲和性层析谱
'fu'jian'sheng'xia'men'shi'yuan'dong'guo'ji'mao'yi'gong'si 福建省厦门市远东国际贸易公司
'gu'ding'mo'xing 固定模型
'nong'chan'pin'jia'gong'zhuan'hua'neng'li 农产品加工转化能力
'di'xing'xing'jiang'shui 地形性降水
'yong'dong'you'ji'tu 永冻有机土
'bin'chuan 宾川
'bian'yi'xing 变异性
'ju'min'sheng'huo'fei'yong'jia'ge'zhi'shu 居民生活费用价格指数
'chan'zhi'zi'jin'lv 产值资金率
'yan'cao'gen'he'fu'xian'chong'bing 烟草根褐腐线虫病
'zhi'wu'xing'si'liao 植物性饲料
'he'nong'ye'fa 合农业发
'zeng'xiao'an 增效胺
'chen'xian 沉陷
'pai'zhong'pan 排种盘
'shou'jing'xing 受精型
'jie'shui'gou 截水沟
'ya'zui'shou 鸭嘴兽
'sang'bai'wen'yu'bing 桑白纹羽病
'tie'zhi'lin'rong'tu 铁质淋溶土
'wu'shen'lie'de 五深裂的
'duo'he'gan'suan'lian'jie'mei 多核苷酸连接酶
'dao'hu'ma'ye'ku'bing 稻胡麻叶枯病
'ru'fu'he'cao'ling 乳氟禾草灵
'ke'hou 壳厚
'quan'xian'gan'zhe'zhong'zhi'mian'ji 全县甘蔗种植面积
'bing'chong'hai 病虫害
'xin'pin'pai 新品牌
'fan'zheng'xian 反正弦
'xiong'rui 雄蕊
'ri'ben'shi'yuan'chan'ye'zhu'shi'hui'she 日本石原产业株式会社
'ci'xiong'tong'ti 雌雄同体
'tu'rang'ya'shi 土壤压实
'bing'shui'yu 冰水浴
'min'hang'fei'ji'shi'you'shu 民航飞机实有数
'yun'nan'song 云南松
'pei'yu'zhuang'da'te'se'chan'ye 培育壮大特色产业
'mei'gui'hua 玫瑰花
'chai'you'que'man'te 柴油炔螨特
'fen'ya 粉芽
'jiao'tong'jing 交通警
'guan'qi'wen'cha 冠气温差
'ming'xi 明细
'xuan'gua'shi'ba 悬挂式耙
'chu'xiong'zhou 楚雄州
'wang'shou'fa 网收法
'huo'ji 火鸡
'er'yao'de 二药的
'zao'qing'wan'dou 早青豌豆
'shi'shi 适湿
'hong'wai'xian'jia're 红外线加热
'qiu'cong 秋葱
'shuang'fen'ran'se'ti 双分染色体
'jing'pin'zhi'zhong 精品制种
'jiong'ran 迥然
'da'qing'zao 大青枣
'hei'mai'cao'ban'dian'bing 黑麦草斑点病
'kong'qi'lv'qing'qi 空气滤清器
'zi'xun'tou'su 咨询投诉
'tu'bian'pin'lv'gu'ji 突变频率估计
'huang'gua'shuang'mei'bing 黄瓜霜霉病
'cang'er 苍耳
'hai'yang'he'liu 海洋河流
'nong'cun'dang'yuan 农村党员
'long'du'su 龙毒素
'fei'liao'nong'du 肥料浓度
'pu'tao'shui'pao 葡萄水疱
'cheng'fen'han'liang 成分含量
'gua'ju'zhi 瓜菊酯
'zheng'fa'qi 蒸发器
'gu'yong'gong'ren 雇佣工人
'you'liang'pin'zhong'fu'gai'lv 优良品种覆盖率
'hai'bin'qi'hou 海滨气候
'di'san'yi'chun'an'yan 滴三乙醇胺盐
'fen'pei'jiang'pin 分配奖品
'you'xuan'que'bing'ju'zhi 右旋炔丙菊酯
'fen'bie'wei 分别为
'nong'ye'qi'hou'tu'ji 农业气候图集
'guang'xi'jin'tu'di'sheng'hua'you'xian'gong'si 广西金土地生化有限公司
'mei'cong 每丛
'yao'jiao 窑窖
'kou'yan 口炎
'guan'tou'shu'cai 罐头蔬菜
'he'fu'mi'ding 何弗米丁
'shou'yi'yao'pin 兽医药品
'fen'yao 粉药
'bian'mi'pai'cao'dan 苄嘧哌草丹
'gan'jian'jian'ding 干茧检定
'jian'si'gong'ye'yuan 茧丝工业园
'liu'jia'shuang'lin 硫甲双磷
'zhuan'bian'nong'ye'zeng'zhang'fang'shi 转变农业增长方式
'wu'shui'jun 污水菌
'yang'kuang'ying 羊狂蝇
'xi'gua'chong 西瓜虫
'pian'jin 偏紧
'xiu'lv'dan 溴氯丹
'bu'bao'he'qian'yu'tu 不饱和潜育土
'du'li 毒力
'pu'zhu 铺筑
'zhi'mo 质膜
'pu'tao'qiu'jun 葡萄球菌
'yao'yong'zhi'wu'xue 药用植物学
'zai'xi'shou 再吸收
'bao'hu'ji 保护剂
'bu'chong'cao'di 补充草地
'zuo'tong'san'huan'zuo 唑酮三环唑
'er'lv'ben'long 二氯苯隆
'shi'luo'sui 拾落穗
'ce'tu'pei'fang'shi'fei'mian'ji 测土配方施肥面积
'pu'tao'hei'fu'bing 葡萄黑腐病
'bing'shui 冰水
'guo'jia'gong'wu'yuan 国家公务员
'huan'qin'tong 环嗪酮
'chao'ji'dan 炒鸡蛋
'dan'shi'fang 氮释放
'pu'fa'yu 瀑发育
'tao'chong'bing 绦虫病
'jiu'zao 酒糟
'di'yi'wei 第一胃
'chu'hai'lin 除害磷
'ren'kou'xing'bie'gou'cheng 人口性别构成
'sai'cao'tong 噻草酮
'liu'suan'jia'mei'fei 硫酸钾镁肥
'ren'gong'fu'zhi'zhi 人工腐殖质
'yuan'yi'tu'rang 园艺土壤
'shang'pin'xing 商品性
'xi'jun'xing'ji'fu'bing 细菌性基腐病
'ju'yi'er'chun 聚乙二醇
'huan'shui 换水
'shi'chang'chang'xiao 市场畅销
'tu'rang'tu'xue 土壤图学
'du'xiao'lin 独效磷
'shi'run'xing 湿润性
'zao'qi'ren'shen'zhen'duan 早期妊娠诊断
'li'si'te'jun'bing 李斯特菌病
'e'tong'fu'gui'zuo 噁酮氟硅唑
'jin'nian'lai 近年来
'yi'zong'pei'he 异宗配合
'peng'zhang 膨胀
'fen'sui'she'bei 粉碎设备
'tu'bian'xue'shuo 突变学说
'guo'nei'jian'yi 国内检疫
'shi'nei'guan'guo'zhi'wu 室内观果植物
'jian'da 简答
'bing'duo'xi'zuo'chun 丙多烯唑醇
'nong'ye'xian'dai'hua'fa'zhan 农业现代化发展
'shang'yi 上溢
'yan'ji'shun'xu 盐基顺序
'fang'zu'ting 芳族烃
'mian'mao'guo'de 绵毛果的
'dao'ge'xiang'zhen 到各乡镇
'gao'qi 高畦
'xian'man'lin 线螨磷
'hong'ban'bing 红斑病
'qing'shuang'zuo 氰霜唑
'shi'ke 十克
'quan'bian'wei'mei 醛变位酶
'nv'yan'yuan 女演员
'zhang'jian 张健
'ren'zhen'kai'zhan'diao'cha 认真开展调查
'si'gua 丝瓜
'fu'e 副萼
'cou'xiang 凑响
'ji'tai 激肽
'que'qu 缺区
'gan'cao 干草
'deng'tou 灯头
'ran'se'ti'xian'wei 染色体纤维
'kang'ai'ji 抗癌剂
'sui'ji'qu'zu'she'ji 随机区组设计
'xing'xuan'ze 性选择
'kong'gan 空秆
'you'suo'xia'jiang 有所下降
'jing'yuan'xi'bao 精原细胞
'di'wen'bao'cang 低温保藏
'kong'jian'xin'xi 空间信息
'jiu'lian 韭莲
'lv'qing'man'chun 氯氰螨醇
'sheng'tai'cun 生态村
'yuan'zhong'pu 原种圃
'lei'dan'bai 类蛋白
'huang'qu'mei'du'su'zhong'du 黄曲霉毒素中毒
'you'xing'bao'zi 有性孢子
'nong'ye'ji'xie'hua'zong'he'fu'wu'zhong'xin 农业机械化综合服务中心
'mu'shu'chan'ye'hua'jian'she 木薯产业化建设
'liu'ban'de 六瓣的
'ye'lv'ti 叶绿体
'xia'yang'cun 下洋村
'tong'ju'gan'ran 同居感染
'xi'jun 细菌
'niu'pi'fu'si'zhuang'chong'bing 牛皮肤丝状虫病
'pu'tao'jiu'cheng 葡萄酒城
'tu'rang'zhi'zhi 土壤脂质
'fa'dian'she'bei'ping'jun'li'yong'xiao'shi 发电设备平均利用小时
'jian'shen'za'jiao 渐渗杂交
'duo'li'xing'hua'sheng 多粒型花生
'shui'cheng'tu 水成土
'da'zhong'xing'zhao'qi'chi 大中型沼气池
'jian'li'zhan 监理站
'shao'zhi'peng'fei 烧制硼肥
'huan'xing'ran'se'ti 环形染色体
'jian'dan 煎蛋
'dui'huan'lv 兑换率
'chuan'ran'xing'chang'gan'yan 传染性肠肝炎
'dao'he'se'jun'he'bing 稻褐色菌核病
'liao'yang'yuan'chuang'wei'shu 疗养院床位数
'gao'deng'zhi'wu 高等植物
'fang'zhen 方针
'zheng'zhi'ju'chang'wei 政治局常委
'kuai'ji'jie'suan 会计结算
'dai'xie'neng 代谢能
'ke'ji'te'pai'yuan 科技特派员
'ji'you 机油
'feng'li 凤梨
'di'cao'jing 敌草净
'tu'rang'ti 土壤体
'ru'tang 乳糖
'zhong'guo'gong'chan'zhu'yi'qing'nian'tuan 中国共产主义青年团
'qiang'shang'nang 腔上囊
'yi'yi 薏苡
'jian'ding'fa 鉴定法
'nong'ji'pei'bei 农机配备
'te'yi'xing 特异性
'xiao'la'ba'kou'qi 小喇叭口期
'fu'jia'shui'liang 附加水量
'zhi'wu'you 植物油
'zhi'gan 直感
'bian'dou'ye'shao'bing 扁豆叶烧病
'shi'ji 试剂
'wen'hui'juan 温惠娟
'she'hui 社会
'nong'wang 农旺
'er'lv'bi'ding'suan 二氯吡啶酸
'dan'bai'niao 蛋白尿
'po'di 坡地
'guan'gai'gong'ju 灌溉工具
'gao'lv'su'yun'jun 高氯苏云菌
'zong'zha'men 总闸门
'you'bei'guo'shi'de 有被果实的
'jian'she'di'dian 建设地点
'ce'guang 测光
'mian'ya 棉蚜
'geng'fan 耕翻
'gan'zhe'bai'ming 甘蔗白螟
'chan'hou'fa'yu'bu'quan 产后发育不全
'ju'he'cao 聚合草
'su'zhu'ji'zhu 宿主寄主
'shan'dong'lu'kang'sheng'wu'nong'yao'you'xian'ze'ren'gong'si 山东鲁抗生物农药有限责任公司
'fan'geng 翻耕
'xin'nong'cun'jian'she'shi'fan'cun 新农村建设示范村
'jiang'su'sheng'chang'zhou'lan'ling'zhi'yao'you'xian'gong'si 江苏省常州兰陵制药有限公司
'qi'wa 绮膃
'xin'chou 辛丑
'ca'xie'tong 擦鞋童
'fu'she'xiao'ying 辐射效应
'jing'xiu'bing 茎锈病
'yuan'bai'xue'qiu 原白血球
'jia'chu'bu'shi'gan'jun'bing 家畜布氏杆菌病
'wei'sheng'su'xu'yao 维生素需要
'jian'tu'jin'shu 碱土金属
'hu'xi'sheng'li 呼吸生理
'lian'he'guo'tong'ji'ji'gou 联合国统计机构
'tiao'shi 条施
'guang'dong'yuan'feng'sheng'wu'gong'cheng'you'xian'gong'si 广东原沣生物工程有限公司
'chun'zhong'ji'hua 春种计划
'lv'cha 绿茶
'fu'bu'de 腹部的
'duo'su'su'yun'jun 多素苏云菌
'da'qi'fu'she 大气辐射
'shi'zha'kun'zhuang'zhi 师扎捆装置
'zi'lin'shui 自拎水
'mei'you 没有
'li'ke'qiang 李克强
'gu'ti'si'liao'fen'pei'qi 固体饲料分配器
'jin'zhong 浸种
'da'qin'ding'liu 哒嗪丁硫
'wei'bei 渭北
'miao'he'bing 苗核病
'jiang'su'chang'long'hua'gong'you'xian'gong'si 江苏常隆化工有限公司
'tu'rang'fen'xi 土壤分析
'ji'zhong'yu'yang'ji'shu 集中育秧技术
'jing'ye'bu'wei 茎叶部位
'suan'shu'ping'jun 算术平均
'da'jiao'tang 大教堂
'qi'long'li 起垄犁
'hua'guang'xing 花光兴
'ping'jun'shui'ping 平均水平
'dong'wu'zhong'miao 动物种苗
'cheng'ben 成本
'shi'gao'gan'han'tu 石膏干旱土
'fu'zhi'dang'liang'xi'shu 腐殖当量系数
'bai'hua 白化
'duan'e'fu'huang 短额负蝗
'hu'xi'xi'shu 呼吸系数
'wei'xiang'zhi'shu 纬向指数
'yin'zi'fen'san 因子分散
'mao'guan'shi 毛管势
'la'zhi'xing 蜡质型
'fan'zhuan 翻转
'guo'jia'xian'dai'nong'ye'shi'fan'qu 国家现代农业示范区
'sheng'zhang'di'wu'zhi 生长第物质
'nong'zi'gong'ying'zhun'bei 农资供应准备
'er'lun 耳轮
'shi'chong'dong'wu 食虫动物
'qin'tong'yi'cao'an 嗪酮乙草胺
'dai'dong'quan'xian'nong'ye'chan'ye'hua'fa'zhan 带动全县农业产业化发展
'ban'gu'ding'shi'pen'guan'xi'tong 半固定式喷灌系统
'er'jiu'nian 二九年
'jing'yi'bing 茎疫病
'shan'dong'tian'nuo'nong'yao'you'xian'gong'si 山东天诺农药有限公司
'gao'lv'sai'qin'tong 高氯噻嗪酮
'du'shu'jian 毒鼠碱
'yang'zhi'shi'fan'dian 养殖示范点
'pai'chu 派出
'la'xian 拉线
'ye'ti'fa'jiao 液体发酵
'bao'mian'feng 保棉丰
'shui'an'di'bai'chong 水胺敌百虫
'zhen'zhu'feng 珍珠枫
'bao'hu'shui'ping 保护水平
'fa'ya'qi'jian 发芽期间
'gong'shi 供试
'ke'jiao'chu 科教处
'zhi'shu 枝数
'li'ku'mie 利枯灭
'chui'pi 垂皮
'feng'shan'gai'cao'ling 丰山盖草灵
'huang'cao'tong 磺草酮
'ping'jun'biao'zhun'wu'cha 平均标准误差
'luo'bo'hei'ban'bing 萝卜黑斑病
'bao'dai 胞甙
'ka'tong'pian 卡通片
'ceng'xi 层析
'ji'ying 寄蝇
'mai'wei'you'qu'jin 麦畏莠去津
'dai'dong'neng'li 带动能力
'yang'mo 羊膜
'si'liao'wei'sheng 饲料卫生
'dong'yi 动议
'hai'nan'bo'shi'wei'nong'yong'hua'xue'you'xian'gong'si 海南博士威农用化学有限公司
'zhong'xue'bi'ye'zheng'shu 中学毕业证书
'shui'sheng'zhi'wu 水生植物
'rong'xue 融雪
'li'gan 沥干
'jiang'xi'jin'yuan'lai'shi'ye'you'xian'gong'si 江西金元莱实业有限公司
'wu'ji'ming'zhi'piao 无记名支票
'yi'chuan'liu 遗传瘤
'yu'shi 浴室
'xiao'jia 效价
'jing'ju'ling'dao'yan'jiu 经局领导研究
'zui'gao'da 最高达
'mian'hua'he'ban'bing 棉花褐斑病
'you'zhi'nong'chan'pin 优质农产品
'shuang'jiang'xian 双江县
'zhou'zhuang'de 舟状的
'he'pu'xian 合浦县
'zhi'se'su 脂色素
'wu'jun'zuo 戊菌唑
'mu'tong 木桶
'mo'ni'qi 模拟器
'ying'yang'yuan'su'zui'shi'liang 营养元素最适量
'e'zuo'he'cao'ling 噁唑禾草灵
'shou'gan'han'de'tian 受干旱的田
'yi'chuan'xing'zu'ai 遗传性阻碍
'huang'feng'ji 黄凤基
'guang'he'xi'jun 光合细菌
'dang'feng'lian'zheng'jian'she'mu'biao'guan'li'ze'ren'zhuang 党风廉政建设目标管理责任状
'qi'men 气门
'dong'fang'lou'gu 东方蝼蛄
'shan'gang 山岗
'kang'ni'li 抗逆力
'xi'pu 系谱
'zi'ran'zai'hai 自然灾害
'liu'cui'juan 刘翠娟
'fei're 废热
'ni'li'tu 泥砾土
'jun'gong'xiang'mu 竣工项目
'ding'dan'shi 订单式
'yan'yan 咽炎
'dao'feng'zhong'ding'wei 稻丰仲丁威
'yang'mao'pi 羊毛皮
'dou'ke'shu'cai 豆科蔬菜
'sai'cao'an 噻草胺
'lv'wei'da'can'e 绿尾大蚕蛾
'fan'xiang 返乡
'dui'wai'mao'yi'tong'ji 对外贸易统计
'shi'er'wu 十二五
'zhi'bu'shu'ji 支部书记
'yi'bing'di'ding'zhi 异丙滴丁酯
'liang'ming'heng 梁明恒
'mu'tang 木糖
'wa'ni'chuan 挖泥船
'gen'cai 根菜
'xin'sheng'gen 新生根
'mo'sha'deng'pao 磨砂灯泡
'guan'shui 灌水
'luo'hua'sheng 落花生
'shi'hui'han'liang 石灰含量
'ou'zhou'shan'li 欧洲山梨
'gong'nong'ye'yong'su'liao'zhi'pin 工农业用塑料制品
'li'zi'jiao'huan'se'pu'fa 离子交换色谱法
'nuo'bao'gu 糯包谷
'kang'zhi'wu'sheng'zhang'ji'su 抗植物生长激素
'du'zhi'wu'su 毒植物素
'bi'ma'zi'bing'zhong'du 蓖麻子饼中毒
'que'fa'bing 缺乏病
'gong'ye'zeng'jia'zhi 工业增加值
'ji'shui'qi'ti'shui'beng 汲水器提水泵
