'a'bo 阿勃
'xi'lie'hua 系列化
'xi'lie'tu'rang'fen'lei 系列土壤分类
'xi'ma'duo'mei'lang'suan 喜马多美朗酸
'xi'mai 细脉
'xi'mao 细毛
'xi'mao'yang 细毛羊
'xi'miao 细苗
'xi'nong 西农
'xi'pan 吸盘
'xi'pu 系谱
'xi'qi 吸气
'xi'qi'qi'qi'xi'guan'dao 吸气器气吸管道
'xi'ru'guan 吸入管
'xi'sha 细砂
'xi'shi 稀释
'xi'shi'de 吸湿的
'xi'shi'de 喜湿的
'xi'shi'ji 稀释剂
'xi'shi'shui 吸湿水
'xi'shi'xing 吸湿性
'xi'shou 吸收
'xi'shou'de 吸收的
'xi'shou'ji 吸收剂
'xi'shou'ji'neng 吸收机能
'xi'shou'li 吸收力
'xi'shou'liang 吸收量
'xi'shou'lv 吸收率
'xi'shou'mao 吸收毛
'xi'shou'neng'li 吸收能力
'xi'shou'rong'liang 吸收容量
'xi'shou'xi'bao 吸收细胞
'xi'shou'xi'shu 吸收系数
'xi'shou'zhang'ai 吸收障碍
'xi'shou'zu'zhi 吸收组织
'xi'shui'qin'shi 溪水侵蚀
'xi'shui'xing'jiao'ti 喜水性胶体
'xi'tong 系统
'xi'tong'fa'sheng 系统发生
'xi'tong'fa'yu'guo'cheng 系统发育过程
'xi'tong'fen'li 系统分离
'xi'tong'shu 系统树
'xi'tong'wu'cha 系统误差
'xi'tong'xue 系统学
'xi'tong'zai'pei 系统栽培
'xi'tong'zu'xian 系统祖先
'xi'tu 稀土
'xi'tu 细土
'xi'tu'wei'liang'yuan'su 稀土微量元素
'xi'tu'yuan'su 稀土元素
'xi'wei 吸胃
'xi'wen 喜温
'xi'wen'wei'sheng'wu 喜温微生物
'xi'xing 习性
'xi'xing'lei 蜥形类
'xi'yan'xing 喜盐性
'xi'you'yan'ji 稀有盐基
'xi'zhang 吸涨
'xia'ban'de 狭瓣的
'xia'bao'zi 夏孢子
'xia'bo 夏播
'xia'can'si'yu 夏蚕饲育
'xia'can'yong'sang 夏蚕用桑
'xia'chang 狭长
'xia'chu 夏初
'xia'chui'de'ru'fang 下垂的乳房
'xia'chun 下唇
'xia'guang'xing'de 狭光性的
'xia'he'gu'fang'xian'jun'bing 下颌骨放线菌病
'xia'he'gu'tuo'wei 下颌骨脱位
'xia'ji 夏季
'xia'ji'de 夏季的
'xia'ji'leng'han 夏季冷寒
'xia'ji'shu'cai 夏季蔬菜
'xia'ji'xiu'jian 夏季修剪
'xia'ji'zai'pei 夏季栽培
'xia'jian 下茧
'xia'ku'cao 夏枯草
'xia'lue 下略
'xia'luo'zuo 夏萝穝
'xia'mian 夏眠
'xia'pei'ceng 下胚层
'xia'qi 下期
'xia'shi 下式
'xia'shi 霞石
'xia'shi'xing'de 狭食性的
'xia'shu 下述
'xia'wan'de 下弯的
'xia'wei 下位
'xia'wei'zhen'jun 下位真菌
'xia'wen'de 狭温的
'xia'yan'xing'de 狭盐性的
'xia'yan'ye 下延叶
'xia'ye'de 狭叶的
'xia'yi 狭义
'xia'yi'ren 虾夷人
'xia'you'qu 下游区
'xia'yu'mi 夏玉米
'xian'ai 腺癌
'xian'an 酰胺
'xian'an'dan'fei'liao 酰胺氮肥料
'xian'an'hua'shui'jie'mei 酰胺化水解酶
'xian'an'mei 酰胺酶
'xian'an'tai'dan 酰胺态氮
'xian'an'zhuan'yi'mei 酰胺转移酶
'xian'bing 腺病
'xian'bing'du 腺病毒
'xian'chang'dian 现场甸
'xian'chang'qu'yang 现场取样
'xian'chong 线虫
'xian'chong'bing 线虫病
'xian'chong'chuan'ran 线虫传染
'xian'chong'fang'zhi 线虫防治
'xian'chong'lei 线虫类
'xian'chu'ye 先出叶
'xian'ci'yi'chuan 限雌遗传
'xian'dai'feng'hua 现代风化
'xian'dai'feng'hua'qiao 现代风化壳
'xian'dai'mei 腺甙酶
'xian'dai'nong'ye 现代农业
'xian'dai'qin'shi 现代侵蚀
'xian'dai'suan 腺甙酸
'xian'dai'suan'tuo'an'ji'mei 腺甙酸脱氨基酶
'xian'dao 籼稻
'xian'fu'yi'chuan 先父遗传
'xian'gai'zhi'wu 嫌钙植物
'xian'gan 腺苷
'xian'geng'zhi'du 闲耕制度
'xian'hua'mei 酰化酶
'xian'hua'zhi'wu 显花植物
'xian'ji'zhuan'yi'mei 酰基转移酶
'xian'jie'pi 陷嗟膍
'xian'jin'nong'fa 先进农法
'xian'jing 酰肼
'xian'jing 陷阱
'xian'jun'si'yang 限菌饲养
'xian'ke'zhi'wu 苋科植物
'xian'lei 藓类
'xian'li'ti 线粒体
'xian'li'ti'fen'lie 线立体分裂
'xian'li'ti'xi 线粒体系
'xian'li'ti'yi'chuan'xue 线粒体遗传学
'xian'liang 限量
'xian'liang'fang'mu 限量放牧
'xian'liang'si'wei 限量饲喂
'xian'liu 腺瘤
'xian'mao 腺毛
'xian'mao'chong'lei 纤毛虫类
'xian'mao'de 纤毛的
'xian'mao'shang'pi 纤毛上皮
'xian'piao'ling 腺嘌呤
'xian'piao'ling'mei 腺嘌呤酶
'xian'qi 先期
'xian'qi'de 嫌气的
'xian'qi'fen'jie 嫌气分解
'xian'qi'xing 嫌气性
'xian'qi'xing'pei'yang 嫌气性培养
'xian'ren 现任
'xian'rou 咸肉
'xian'rou'liu 腺肉瘤
'xian'se 显色
'xian'shi 县市
'xian'shi 线蚀
'xian'tian'de 先天的
'xian'wei 纤维
'xian'wei'cao'zuo 显微操作
'xian'wei'er'tang 纤维二糖
'xian'wei'fen'guang'guang'du'fa 显微分光光度法
'xian'wei'ji'shu 显微技术
'xian'wei'jie'pou 显微解剖
'xian'wei'jing 显微镜
'xian'wei'mei 纤维酶
'xian'wei'ruan'yuan 纤维朊原
'xian'wei'shou'shu 显微手术
'xian'wei'su 纤维素
'xian'wei'su'fen'jie 纤维素分解
'xian'wei'su'fen'jie'jun 纤维素分解菌
'xian'wei'su'si'liao 纤维素饲料
'xian'wei'su'xing'ru'fang'yan 纤维素性乳房炎
'xian'wei'yan 腺胃炎
'xian'wei'zhi'wu 纤维植物
'xian'wei'zhu'she 显微注射
'xian'xian'wei'liu 腺纤维瘤
'xian'xing 显性
'xian'xing 籼型
'xian'xing 线性
'xian'xing'bi 显性比
'xian'xing'bian'huan 线性变换
'xian'xing'can'ken 线性参齦
'xian'xing'ding'lv 显性定律
'xian'xing'du 显性度
'xian'xing'du'li 线性独立
'xian'xing'guan'xi 线性关系
'xian'xing'han'shu 线性函数
'xian'xing'hui'gui 线性回归
'xian'xing'ji'yin 显性基因
'xian'xing'ke'jia'mo'xing 线性可加模型
'xian'xing'li'cha 显性离差
'xian'xing'mo'xing 线性模型
'xian'xing'pin'zhong 籼型品种
'xian'xing'pin'zhong 限性品种
'xian'xing'shang'wei 显性上位
'xian'xing'xiang'guan 线性相关
'xian'xing'xiang'ying 线性响应
'xian'xing'xiao'ying 显性效应
'xian'xing'xing'zhuang 显性性状
'xian'xing'xing'zhuang 限性性状
'xian'xing'xiu'shi'yin'zi 显性修饰因子
'xian'xing'xuan'ze 限性选择
'xian'xing'yi'chuan 线型遗传
'xian'xing'yi'chuan 限性遗传
'xian'xing'za'jiao'shui'dao 籼型杂交水稻
'xian'xing'zhong 显性种
'xian'xiong'yi'chuan 限雄遗传
'xian'yan 先验
'xian'yan 腺炎
'xian'yan'gai'lv 先验概率
'xian'yang'de 腺样的
'xian'yang'jun 嫌氧菌
'xian'ye'de 腺叶的
'xian'ye'zao 线叶藻
'xian'yi 腺疫
'xian'zhi'an'ji'suan'zhi 限制氨基酸值
'xian'zhi'ji'yin 限制基因
'xian'zhi'mei 限制酶
'xian'zhi'yin'zi 限制因子
'xian'zhong 鲜重
'xian'zhu'cha'yi 显著差异
'xian'zhu'fan'ying 显著反应
'xian'zhu'jian'shao 显著减少
'xian'zhu'jiang'di 显著降低
'xian'zhu'shui'ping 显著水平
'xian'zhu'xiang'guan 显著相关
'xian'zhu'xing 显著性
'xian'zhu'xing'jian'ding 显著性检定
'xian'zhu'xing'jie'xian 显著性界限
'xian'zhu'zeng'jia 显著增加
'xiang'bi'zhi'xia 相比之下
'xiang'bin 香槟
'xiang'cao'quan 香草醛
'xiang'chong'ke 象虫科
'xiang'chu'xing 向触性
'xiang'dang'ran 想当然
'xiang'dang'yu 相当于
'xiang'dao 香稻
'xiang'di'xing 向地性
'xiang'ding'de 向顶的
'xiang'dou'su 香豆素
'xiang'dui'er'yan 相对而言
'xiang'dui'nai'liang 相对奶量
'xiang'dui'nian'ling 相对年龄
'xiang'dui'pin'lv 相对频率
'xiang'dui'sheng'zhang 相对生长
'xiang'dui'sheng'zhang'lv 相对生长率
'xiang'dui'shi'du 相对湿度
'xiang'dui'ti'zhong 相对体重
'xiang'dui'wen'du 相对温度
'xiang'dui'wu'cha 相对误差
'xiang'dui'xuan'ze'xing 相对选择性
'xiang'fan'jiao'cha 相反交叉
'xiang'fang 相仿
'xiang'fu 相符
'xiang'gua 香瓜
'xiang'guan 相关
'xiang'guan'bi 相关比
'xiang'guan'biao 相关表
'xiang'guan'fan'ying 相关反应
'xiang'guan'fen'xi 相关分析
'xiang'guan'ju'zhen 相关矩阵
'xiang'guan'tuo'yuan 相关椭圆
'xiang'guan'xi'shu 相关系数
'xiang'guang'xing 向光性
'xiang'hu'bu'chong 相互补充
'xiang'hu'yi'wei 相互易位
'xiang'hu'zhuo'xiao'guo 相互酌效果
'xiang'hu'zuo'yong 相互作用
'xiang'hua'xing 向化性
'xiang'jia'xing 相加性
'xiang'jiao 香蕉
'xiang'jing'you'zui 香精油罪
'xiang'la'zui 香辣罪
'xiang'liao'zhi'wu 香料植物
'xiang'liao'zui 香料罪
'xiang'lin 相邻
'xiang'lin 香鳞
'xiang'qi 香气
'xiang'qi'xing 向气性
'xiang'ri'kui 向日葵
'xiang'ri'kui'zi'bing 向日葵籽饼
'xiang'ri'xing 向日性
'xiang'ri'xing'de 向日性的
'xiang'shi 饷食
'xiang'shi'song'huo'che 厢式送货车
'xiang'shi'xing 向湿性
'xiang'shui'xing 向水性
'xiang'si 箱饲
'xiang'si'fa 相似法
'xiang'si'ti 相似体
'xiang'wai'de 向外的
'xiang'wan'dou 香豌豆
'xiang'wan'dou'jun'he'bing 香豌豆菌核病
'xiang'wei 香味
'xiang'wei'cha'xian'wei'jing 相位差显微镜
'xiang'wei'te'yi'xing 相位特异性
'xiang'wen'xing 向温性
'xiang'xie'zhe'zhou 向斜褶皱
'xiang'xing 向性
'xiang'yuan 香橼
'xiang'zi 橡子
'xiang'zi'lan 香子兰
'xiao'bai'cai 小白菜
'xiao'bai'shu'bai'xue'bing'bing'du 小白鼠白血病病毒
'xiao'bai'shu'rou'liu'bing'du 小白鼠肉瘤病毒
'xiao'bai'shu'ru'fang'ai'bing'du 小白鼠乳房癌病毒
'xiao'bao'pian 小苞片
'xiao'bao'zi 小孢子
'xiao'bi'li'chi'tu'rang'tu 小比例尺土壤图
'xiao'cai'e 小菜蛾
'xiao'chuan 哮喘
'xiao'di'lao'hu 小地老虎
'xiao'dong'mai 小动脉
'xiao'du'chong 小蠹虫
'xiao'du'ji 消毒剂
'xiao'du'zhan 消毒站
'xiao'e 小鹅
'xiao'gong'ji 小公鸡
'xiao'guan'mu'zhuang'de 小灌木状的
'xiao'guo'de 小果的
'xiao'guo'shi 小果实
'xiao'he 小核
'xiao'he'guo 小核果
'xiao'hei'mai 小黑麦
'xiao'hua 小花
'xiao'hua 消化
'xiao'hua'an'lin'jia 硝化铵磷钾
'xiao'hua'dan'bai 消化蛋白
'xiao'hua'dao 消化道
'xiao'hua'de 小花的
'xiao'hua'guo'cheng 硝化过程
'xiao'hua'guo'lin'suan'gai 硝化过磷酸钙
'xiao'hua'ji 消化剂
'xiao'hua'lin'suan'an 硝化磷酸铵
'xiao'hua'lv 消化率
'xiao'hua'mei 消化酶
'xiao'hua'pu 消化瀑
'xiao'hua'shi'yan 消化试验
'xiao'hua'xi'jun 硝化细菌
'xiao'hua'xi'shou 消化吸收
'xiao'hua'xi'tong 消化系统
'xiao'hua'xi'tong'ji'bing 消化系统疾病
'xiao'hua'ye 消化液
'xiao'hua'yi'zhi'ji 硝化抑制剂
'xiao'hua'zhang'ai 消化障碍
'xiao'hua'zhong'du'sha'chong'ji 消化中毒杀虫剂
'xiao'hua'zhuo 硝化酌
'xiao'huang'luan 小黄卵
'xiao'huo'shuan 消火栓
'xiao'ji'ben'an'lei'chu'cao'ji 硝基苯胺类除草剂
'xiao'ji'hu'min'suan 硝基胡敏酸
'xiao'ji'lv 硝基氯
'xiao'ji'pin'xue 小鸡贫血
'xiao'jia 效价
'xiao'jian'guo 小坚果
'xiao'jie 小节
'xiao'jun'luo'tu'bian'ti 小菌落突变体
'xiao'kang'cao 小糠草
'xiao'ling'dao 校领导
'xiao'lv'shi'yan 效率试验
'xiao'ma 小马
'xiao'mai 小麦
'xiao'mai'chan'liang 小麦产量
'xiao'mai'he'xiu'bing 小麦褐锈病
'xiao'mai'hei'fen'bing 小麦黑粉病
'xiao'mai'huang'ban'bing 小麦黄斑病
'xiao'mai'pin'zhong 小麦品种
'xiao'mi'cao 小米草
'xiao'mu'ji 小母鸡
'xiao'mu'niu 小母牛
'xiao'mu'zhu 小母猪
'xiao'neng 效能
'xiao'niu'rou 小牛肉
'xiao'pao 小泡
'xiao'pei'zi 小配子
'xiao'qi'hou 小气候
'xiao'qi'hou'tu 小气候图
'xiao'qi'hou'yin'su 小气候因素
'xiao'qu 小区
'xiao'qu 小渠
'xiao'qu'shi'yan 小区试验
'xiao'san 小伞
'xiao'se'hu'jing 消色糊精
'xiao'shi'yang 小试样
'xiao'shou'e 销售额
'xiao'shou'liang 销售量
'xiao'shu 小鼠
'xiao'shu'dan'wei 小鼠单位
'xiao'suan 硝酸
'xiao'suan'an 硝酸铵
'xiao'suan'gai 硝酸钙
'xiao'suan'gai'an 硝酸钙铵
'xiao'suan'gai'niao 硝酸钙脲
'xiao'suan'jia 硝酸钾
'xiao'suan'jia'fei 硝酸钾肥
'xiao'suan'jun 硝酸菌
'xiao'suan'lin'suan'jia 硝酸磷酸钾
'xiao'suan'na 硝酸钠
'xiao'suan'tai'dan 硝酸态氮
'xiao'suan'tong 硝酸铜
'xiao'suan'yan 硝酸盐
'xiao'suan'yan'fei'liao 硝酸盐肥料
'xiao'suan'yan'huan'yuan'mei 硝酸盐还原酶
'xiao'suan'yan'huan'yuan'mei'yi'zhi'ji 硝酸盐还原酶抑制剂
'xiao'sui 小穗
'xiao'sui'shu 小穗数
'xiao'tui 消褪
'xiao'tuo'ye 小托叶
'xiao'xing'tuo'la'ji 小型拖拉机
'xiao'ya'lie'xing'gan'mao 小鸭列性感冒
'xiao'ya'she'bing 小鸭舌病
'xiao'yan 小偃
'xiao'yan'hao 小偃号
'xiao'yang 小样
'xiao'ye 小叶
'xiao'ye'bing 小叶柄
'xiao'ye'de 小叶的
'xiao'yi'zhi'zhuo 消抑制酌
'xiao'yong 效用
'xiao'yu'pian 小羽片
'xiao'zhu'di'xue'tang'zheng 小猪低血糖症
'xiao'zhu'shui'zhong'bing 小猪水肿病
'xiao'zhu'ying'yang'xing'pin'xue 小猪营养性贫血
'xiao'zong'bao 小总苞
'xiao'zong'zhuang'hua'xu 小总状花序
'xie'an'suan 缬氨酸
'xie'bian'shu 协变数
'xie'cao 缬草
'xie'fang'cha 协方差
'xie'fang'cha'fen'xi 协方差分析
'xie'fang'cha'ju'zhen 协方差矩阵
'xie'he'qi'dao'kong'zhuang'zhi 卸荷器倒空装置
'xie'hong'dao'mian'ban 泄洪道面板
'xie'mian'pei'yang 斜面培养
'xie'po'fang'mu'chang 斜坡放牧场
'xie'sheng'xian'xiang 斜生现象
'xie'shui'neng'li 泄水能力
'xie'shui'qu 泄水渠
'xie'tong'guan'xi 协同关系
'xie'tong'ning'ji 协同凝集
'xie'xiang'di'xing 斜向地性
'xie'xiang'guang'xing 斜向光性
'xie'xing'de 楔形的
'xie'zai'gan 卸载杆
'xie'zhi'qiang 泄殖腔
'xin'bao'yan 心包炎
'xin'bu'he'fu'bing 心部褐腐病
'xin'cai 心材
'xin'can'zha 锌残渣
'xin'cheng'ti 新成体
'xin'cheng'tu 新成土
'xin'er 心耳
'xin'fang 心房
'xin'fei 锌肥
'xin'feng 信风
'xin'fu'bing 心腐病
'xin'guo'lin'suan'gai 锌过磷酸钙
'xin'hua 心花
'xin'ji'shu 新技术
'xin'ji'yan 心肌炎
'xin'jie 新界
'xin'la'wei 辛辣味
'xin'mei'su 新霉素
'xin'nang 心囊
'xin'nei'mo'yan 心内膜炎
'xin'pi 心皮
'xin'pin'zhong'xuan'yu 新品种选育
'xin'shao 新梢
'xin'sheng'dai'ceng 新生代层
'xin'sheng'fu'zhi'wu'zhi 新生腐殖物质
'xin'sheng'gen 新生根
'xin'sheng'wu'zhi 新生物质
'xin'shi 信使
'xin'tu 心土
'xin'tu'chan 心土铲
'xin'wai'mo 心外膜
'xin'wei'ma 新渭麻
'xin'xi'liang 信息量
'xin'xi'liu 信息流
'xin'xian'jiu'fei 新鲜厩肥
'xin'xing'de 心形的
'xin'xing'ye'de 心形叶的
'xin'xing'zhuang'fa'sheng 新性状发生
'xin'xue'guan'xi'tong 心血管系统
'xin'yan'jian 新烟碱
'xin'ye 心叶
'xin'yi'hao 信义号
'xin'zang 心脏
'xin'zang'bing 心脏病
'xin'zhong 新种
'xing'bao'zi 性孢子
'xing'bi 性比
'xing'bi 行比
'xing'bian'yi 行变异
'xing'bie'zi'ti'jian'ding 性别自体鉴定
'xing'cheng'ceng 形成层
'xing'cheng'ceng'de 形成层的
'xing'cheng'shu 性成熟
'xing'di 性第
'xing'fen'hua 性分化
'xing'fen'hua'zhang'ai 性分化障碍
'xing'fen'ji 兴奋剂
'xing'fu'zhi'suan 型腐殖酸
'xing'ge'li 性隔离
'xing'gun'tong 形滚筒
'xing'hu'min'suan 型胡敏酸
'xing'ji'su 性激素
'xing'jian'bie 性鉴别
'xing'jie'duan 性阶段
'xing'jue'ding 性决定
'xing'lian'suo 性连锁
'xing'mu'xi'bao 性母细胞
'xing'ran'se'ti 性染色体
'xing'shu 杏树
'xing'tai'bian'yi 形态变异
'xing'tai'bu'yu'xing 形态不育性
'xing'tai'chong'zu 形态重组
'xing'tai'sheng'li'de'ji'chu 形态生理的基础
'xing'tai'te'zheng 形态特征
'xing'tai'tu'bian'ti 形态突变体
'xing'tai'xing'cheng 形态形成
'xing'tai'xing'cheng'guo'cheng 形态形成过程
'xing'tai'xue 形态学
'xing'te'zheng 性特征
'xing'wei 行为
'xing'wei'tu'bian'ti 行为突变体
'xing'wei'xing 行为型
'xing'xi'bao 性细胞
'xing'xian'qie'chu'shu 性腺切除术
'xing'xiang'liang 行向量
'xing'xing'wei 性行为
'xing'xuan'ze 性选择
'xing'ya'jie 型芽接
'xing'yi'chuan 性遗传
'xing'yin'you'ji 性引诱剂
'xing'yu 性欲
'xing'yuan'xi'bao 性原细胞
'xing'zhi'you'xiao 行之有效
'xing'zhong'shu 性中枢
'xing'zhou'qi 性周期
'xing'zhuan'huan'ji'yin 性转换基因
'xing'zhuang 性状
'xing'zhuang'dui 性状对
'xing'zhuang'jian'ding 性状鉴定
'xing'zhuang'ti 星状体
'xing'zhuang'wen 星状纹
'xing'zhuang'xi'tong'fa'yu 性状系统发育
'xing'zhuang'zhi 性状值
'xing'zhuang'zhong'zhu 星状中柱
'xing'zou'ji'gou 行走机构
'xiong'bei 胸背
'xiong'dou'ji 雄斗鸡
'xiong'feng 雄蜂
'xiong'gan'ji'mei 胸苷激酶
'xiong'gan'suan 胸苷酸
'xiong'gan'suan'ji'mei 胸苷酸激酶
'xiong'guo 熊果
'xiong'he'fa'yu 雄核发育
'xiong'hua 雄花
'xiong'ji'su 雄激素
'xiong'mo 胸膜
'xiong'mo'fei'yan 胸膜肺炎
'xiong'pei'su 雄配素
'xiong'qi 雄器
'xiong'qiang 胸腔
'xiong'rui 雄蕊
'xiong'rui'fu'guan'de 雄蕊附冠的
'xiong'rui'qun 雄蕊群
'xiong'rui'xian'shu 雄蕊先熟
'xiong'rui'xian'shu'de 雄蕊先熟的
'xiong'rui'zhuang'de 雄蕊状的
'xiong'su'tong 雄素酮
'xiong'sui 雄穗
'xiong'tang 胸膛
'xiong'xian'mi'ding 胸腺嘧啶
'xiong'xing'bu'yu'xing 雄性不育性
'xiong'xing'ji'su 雄性激素
'xiong'xing'jun 雄性菌
'xiong'xing'liang'xing'tong'zhu 雄性两性同株
'xiong'xing'liang'xing'yi'zhu 雄性两性异株
'xiong'xing'sheng'zhi'pi 雄性生殖啤
'xiong'xing'xi'bao 雄性细胞
'xiong'zai 雄甾
'xiu'bao'zi 锈孢子
'xiu'bing 锈病
'xiu'dai'jia'wan 溴代甲烷
'xiu'fu 修复
'xiu'fu'fu'zhi 修复复制
'xiu'fu'he'cheng 修复合成
'xiu'fu'mei 修复酶
'xiu'hua'wu 溴化物
'xiu'jian'ju 修剪锯
'xiu'jue'pu 嗅觉瀑
'xiu'ke 休克
'xiu'mian 休眠
'xiu'mian'bao'zi 休眠孢子
'xiu'mian'chu'li 休眠处理
'xiu'mian'da'po 休眠打破
'xiu'mian'da'po'ji 休眠打破剂
'xiu'mian'qi 休眠期
'xiu'mian'ya 休眠芽
'xiu'mian'zhong'zi 休眠种子
'xiu'shi'ji'yin 修饰基因
'xiu'ti 修蹄
'xiu'xian'di 休闲地
'xiu'xian'ju 绣线菊
'xiu'xian'nong'zhuo'fa 休闲农捉法
'xiu'zheng'gong'cheng 修整工程
'xiu'zhi 修枝
'xiu'zhi'da'jian'dao 修枝大剪刀
'xiu'zi'qi 锈子器
'xu'chan'pin 畜产品
'xu'dian'chi 蓄电池
'xu'fei 需肥
'xu'fei'liang 需肥量
'xu'gen 须根
'xu'guang 需光
'xu'lie'xiang'guan 序列相关
'xu'mu'chang 畜牧场
'xu'mu'ji'xie 畜牧机械
'xu'mu'qi'xiang'xue 畜牧气象学
'xu'mu'she'bei 畜牧设备
'xu'mu'shi'yan'fa 畜牧试验法
'xu'mu'xue 畜牧学
'xu'mu'xue'jia 畜牧学家
'xu'mu'ye 畜牧业
'xu'qi'sheng'wu 需气生物
'xu're 蓄热
'xu'shui 蓄水
'xu'shui'guan'gai 需水灌溉
'xu'shui'liang 需水量
'xu'shui'she'shi 蓄水设施
'xu'tuo 虚脱
'xu'yang'de 需氧的
'xu'yang'hu'xi 需氧呼吸
'xu'yang'xi'jun 需氧细菌
'xuan'feng 旋风
'xuan'fu 悬浮
'xuan'fu'pei'yang 悬浮培养
'xuan'fu'ye 悬浮液
'xuan'geng'ji 旋耕机
'xuan'gua'shi'ba 悬挂式耙
'xuan'gua'shi'bo'zhong'ji 悬挂式播种机
'xuan'gua'shi'li 悬挂式犁
'xuan'gua'shi'nong'ji'ju 悬挂式农机具
'xuan'gua'shi'pen'fen'qi 悬挂式喷粉器
'xuan'gua'shi'zhong'geng'ji 悬挂式中耕机
'xuan'guo 选果
'xuan'hua 旋花
'xuan'hua'ke'zhi'wu 旋花科植物
'xuan'jian 选茧
'xuan'jiao 悬胶
'xuan'mao'chong'jian'cha'jing 旋毛虫检查镜
'xuan'mao'chong'zheng 旋毛虫症
'xuan'mo'biao'ben 选模标本
'xuan'ti 选题
'xuan'wu'yan 玄武岩
'xuan'wu'yan'tu'rang 玄武岩土壤
'xuan'you 选优
'xuan'yu 选育
'xuan'ze 选择
'xuan'ze'biao'zhun 选择标准
'xuan'ze'cha 选择差
'xuan'ze'de'zhong'zi 选择的种子
'xuan'ze'pei'yang 选择培养
'xuan'ze'qi'fen'xuan'qi 选择器分选器
'xuan'ze'qiang'du 选择强度
'xuan'ze'xi'shou 选择吸收
'xuan'ze'xiang 选择项
'xuan'ze'xing 选择性
'xuan'ze'xing'chu'cao'ji 选择性除草剂
'xuan'ze'xing'pei'yang'ji 选择性培养基
'xuan'ze'xing'shou'jing 选择性受精
'xuan'ze'ya'li 选择压力
'xuan'ze'yu'zhong 选择育种
'xuan'ze'zhi 选择值
'xuan'ze'zhi'shu 选择指数
'xuan'ze'zhi'zhu 选择植株
'xuan'ze'zu'he 选择组合
'xuan'zhe'mao'guan'shui 悬着毛管水
'xuan'zhe'shui 悬着水
'xuan'zhong 选种
'xuan'zhuan'li 旋转犁
'xuan'zhuan'li'geng 旋转犁耕
'xuan'zhuan'shi'gan'zao'ji 旋转式干燥机
'xuan'zhuan'shi'pen'guan'ji 旋转式喷灌机
'xuan'zhuan'shi'wa'jue'ji 旋转式挖掘机
'xue'an'pai 穴安排
'xue'bai'da'mi 雪白大米
'xue'bai'ye'de 雪白叶的
'xue'beng 雪崩
'xue'bo 穴播
'xue'bo'ji 穴播机
'xue'dan'bai'zhi 血蛋白质
'xue'fen 血粉
'xue'feng 学风
'xue'guan 血管
'xue'guan'ji'bing 血管疾病
'xue'guan'ji'rou'liu 血管肌肉瘤
'xue'guan'jing'luan 血管痉挛
'xue'guan'liu 血管瘤
'xue'guan'liu'bing 血管瘤病
'xue'guan'rou'liu 血管肉瘤
'xue'guan'shen'jing'bing 血管神经病
'xue'guan'shi 血管石
'xue'guan'xing'ji'liu 血管性肌瘤
'xue'guan'zhao'xiang'shu 血管照相术
'xue'hai 雪害
'xue'hong'dan'bai 血红蛋白
'xue'hong'dan'bai'ji 血红蛋白计
'xue'jiang 血浆
'xue'jiang'dan'bai'zhi 血浆蛋白质
'xue'jiang'dan'gu'chun 血浆胆固醇
'xue'li 雪犁
'xue'niao 血尿
'xue'ning'bing'du 血凝病毒
'xue'qing 血清
'xue'qing'fan'ying 血清反应
'xue'qing'xing 血清型
'xue'qing'zhen'duan 血清诊断
'xue'qiu'ning'ji'fan'ying 血球凝集反应
'xue'qiu'ning'ji'yi'zhi'fan'ying 血球凝集抑制反应
'xue'sheng'li 血生理
'xue'shu 穴数
'xue'shuan'xing'cheng 血栓形成
'xue'tang 血糖
'xue'tong 血统
'xue'tong'jian'cha 血统检查
'xue'xi'bao 血细胞
'xue'xi'chong'bing 血吸虫病
'xue'xiao'ban 血小板
'xue'xing 血型
'xue'xun'huan'zhang'ai 血循环障碍
'xue'ya 血压
'xue'ye 学业
'xue'ye'ning'gu 血液凝固
'xue'ye'xun'huan 血液循环
'xue'yuan 血缘
'xue'yuan'ge'ti 血缘个体
'xue'yuan'guan'xi 血缘关系
'xue'yuan'xi'shu 血缘系数
'xue'zhi'fa 穴植法
'xun'hua 驯化
'xun'huan 循环
'xun'huan'shui 循环水
'xun'hui'yu'cha 巡回预察
'xun'qiu 寻求
'xun'yan 熏烟
'xun'yan'ji 熏烟剂
'xun'yang'de'shui'niu 驯养的水牛
'xun'yang'dong'wu 驯养动物
'xun'yi 旬邑
'xun'you 寻优
'xun'zheng'fen 熏蒸粉
'xun'zhi 熏制
'ya'an'liu'lin 亚胺硫磷
'ya'bao'xi'jun 芽孢细菌
'ya'bei'xing 亚倍性
'ya'bian 芽变
'ya'cao'de 牙槽的
'ya'chong 蚜虫
'ya'chuan'ran'xing'gan'yan 鸭传染性肝炎
'ya'chuan'ran'xing'jiang'ye'mo'yan 鸭传染性浆液膜炎
'ya'fu'shang'han 鸭副伤寒
'ya'gang 亚纲
'ya'gou'shi'bo'zhong'ji 压沟式播种机
'ya'ji 亚基
'ya'jia'ji 亚甲基
'ya'ke 亚科
'ya'ke 蚜科
'ya'kuai 压块
'ya'kun 压捆
'ya'kun'ji 压捆机
'ya'lao'ji 压酪机
'ya'li 压力
'ya'li'beng 压力泵
'ya'li'biao 压力表
'ya'li'di'qi 压力第器
'ya'li'fa 压力阀
'ya'li'guo'lv'qi 压力过滤器
'ya'li'ji 压力计
'ya'li'ti'qu 压力提取
'ya'li'xi'shu 压力系数
'ya'lin 芽鳞
